gdas_source_file,Failure Reason,statusH:\data_haifa\DATA FROM TROPOS\GDAS\haifa\2019\04\haifa_20190417_12_32.8_35.0.gdas1,Read Fail,BrokenH:\data_haifa\DATA FROM TROPOS\GDAS\haifa\2019\04\haifa_20190417_12_32.8_35.0.gdas1,Read Fail,BrokenH:\data_haifa\DATA FROM TROPOS\GDAS\haifa\2019\04\haifa_20190417_12_32.8_35.0.gdas1,Read Fail,BrokenH:\data_haifa\DATA FROM TROPOS\GDAS\haifa\2019\04\haifa_20190417_12_32.8_35.0.gdas1,Read Fail,Broken
H:\data_haifa\DATA FROM TROPOS\GDAS\haifa\2019\04\haifa_20190417_12_32.8_35.0.gdas1,Read Fail,Broken
H:\data_haifa\DATA FROM TROPOS\GDAS\haifa\2019\04\haifa_20190417_12_32.8_35.0.gdas1,Read Fail,Broken
H:\data_haifa\DATA FROM TROPOS\GDAS\haifa\2019\04\haifa_20190417_12_32.8_35.0.gdas1,Read Fail,Broken
H:\data_haifa\DATA FROM TROPOS\GDAS\haifa\2019\04\haifa_20190417_12_32.8_35.0.gdas1,Read Fail,Broken
