23:59,0.030002559
0:11,0.060033471
0:30,0.057588813
0:53,0.030151244
1:18,0.055220227
1:35,0.032768791
1:54,0.022820727
2:25,0.022907172
2:41,0.059201873
2:50,0.060476069
3:04,0.058014122
3:11,0.039284998
3:24,0.038069585
3:33,0.07809697
3:41,0.120617423
3:47,0.150634505
3:54,0.163155165
4:07,0.220689345
4:10,0.26819939
4:18,0.310719843
4:24,0.425736337
4:28,0.34324728
4:45,0.375795465
4:56,0.443326118
5:10,0.440864171
5:21,0.48589498
5:26,0.430909191
5:31,0.533422314
5:32,0.488426083
5:42,0.518453538
5:54,0.560987822
6:10,0.621032358
6:15,0.676045809
6:30,0.731086922
6:42,0.761121292
6:51,0.818645099
7:01,0.866172433
7:17,0.87121735
7:28,0.908748211
7:35,0.903768992
7:43,0.938789497
7:45,0.878796827
7:51,0.95631358
8:03,0.921344942
8:10,0.968865361
8:13,0.941372466
8:17,1.033885658
8:26,0.991410156
8:30,1.053920097
8:35,1.028934101
8:42,1.128954157
8:43,1.178957269
8:56,1.151492037
9:03,1.234012213
9:09,1.174029917
9:15,1.049044612
9:19,1.124057925
9:28,1.149081957
9:37,1.161606075
9:45,1.141630417
9:52,1.104147966
10:09,1.104196375
10:18,1.0867207
10:33,1.084262211
10:48,1.044303981
10:53,1.021817968
10:59,0.974335586
11:10,1.011866446
11:18,0.954387591
11:41,0.904450177
11:48,0.89197101
11:55,0.796988956
12:06,0.779520197
12:16,0.834547479
12:26,0.774575556
12:30,0.712086362
12:32,0.689593433
12:34,0.647097185
12:43,0.68712457
12:52,0.672148879
13:07,0.637190614
13:11,0.607201195
13:21,0.574729082
13:30,0.594753148
13:34,0.527263988
13:42,0.562287951
13:46,0.51229867
13:49,0.467305897
13:51,0.43731302
14:05,0.497350641
14:21,0.512395488
14:21,0.44989592
14:30,0.422420315
14:35,0.329934786
14:45,0.392462016
14:59,0.340000415
15:05,0.227518482
15:14,0.255042496
15:26,0.197577472
15:40,0.145115871
15:45,0.067630238
15:57,0.105161098
16:03,0.057678716
16:08,0.035192703
17:05,0.032851778
17:27,0.060413828
18:21,0.033062704
18:38,0.063110905
18:58,0.028166472
19:44,0.035794358
20:01,0.063339119
20:22,0.038398075
20:50,0.060977448
22:00,0.041171223
22:31,0.066257495
22:59,0.036333774
23:35,0.038934032
23:57,0.041496255
